DATE,2020RATIO016083
2010-01-01,9.740447068747365
2011-01-01,11.030154783863983
2012-01-01,11.250550346514472
2013-01-01,10.210425020048115
2014-01-01,10.884018714602314
2015-01-01,11.319376026272579
2016-01-01,11.003812768719072
2017-01-01,12.038027613412229
2018-01-01,12.652200395918989
2019-01-01,10.657075200918484
2020-01-01,10.180769746546869
2021-01-01,11.80195675204088
